,CollectionDate,ZIPCODE,AnalyticalResultValue
173,2015,48021,0.5
174,2015,48026,0.64375
175,2015,48038,0.5900000000000001
176,2015,48042,0.39999999999999997
177,2015,48047,0.3
178,2015,48060,0.2715
179,2015,48081,0.4616666666666667
180,2015,48108,0.626
181,2015,48120,0.6725
182,2015,48122,0.6125
183,2015,48133,1.0325
184,2015,48135,0.36166666666666664
185,2015,48141,0.4810000000000001
186,2015,48146,0.65
187,2015,48178,0.2
188,2015,48183,0.4
189,2015,48185,0.538
190,2015,48195,0.4159999999999999
191,2015,48198,0.5000000000000001
192,2015,48201,0.5555555555555556
193,2015,48202,0.5555555555555556
194,2015,48203,0.5630769230769231
195,2015,48204,0.5555555555555556
196,2015,48205,0.5555555555555556
197,2015,48206,0.5555555555555556
198,2015,48207,0.5555555555555556
199,2015,48208,0.5555555555555556
200,2015,48209,0.5555555555555556
201,2015,48210,0.5555555555555556
202,2015,48211,0.5555555555555556
203,2015,48212,0.5093333333333334
204,2015,48213,0.5555555555555556
205,2015,48214,0.5555555555555556
206,2015,48215,0.5555555555555556
207,2015,48216,0.5555555555555556
208,2015,48217,0.5555555555555556
209,2015,48218,0.5555555555555556
210,2015,48219,0.5555555555555556
211,2015,48220,0.5266666666666667
212,2015,48221,0.5555555555555556
213,2015,48223,0.5555555555555556
214,2015,48224,0.5555555555555556
215,2015,48225,0.5436363636363637
216,2015,48226,0.5555555555555556
217,2015,48227,0.5555555555555556
218,2015,48228,0.5555555555555556
219,2015,48229,0.5166666666666667
220,2015,48230,0.5313333333333334
221,2015,48233,0.5555555555555556
222,2015,48234,0.5555555555555556
223,2015,48235,0.5555555555555556
224,2015,48236,0.5555555555555556
225,2015,48237,0.5381818181818182
226,2015,48238,0.5555555555555556
227,2015,48239,0.5271428571428571
228,2015,48240,0.5555555555555556
229,2015,48242,0.5555555555555556
230,2015,48243,0.5555555555555556
231,2015,48323,0.425
232,2015,48326,0.42799999999999994
233,2015,48328,0.2333333333333333
234,2015,48335,0.5
235,2015,48336,0.5
236,2015,48341,0.4
237,2015,48360,0.4
238,2015,48375,0.43333333333333335
239,2015,48413,0.25
240,2015,48445,0.25
241,2015,48519,0.4033333333333333
242,2015,48706,0.6778888888888888
243,2015,48901,0.28750000000000003
244,2015,49091,0.20000000000000004
245,2015,49401,0.25
246,2015,49417,0.32
247,2015,49418,0.219
248,2015,49422,0.246
249,2015,49424,0.26137499999999997
250,2015,49441,0.2545
251,2015,49444,0.23
252,2015,49505,0.2625
253,2015,49684,0.49428571428571433
254,2015,49783,0.3363333333333333
255,2015,49805,4.55175
256,2015,49858,0.29625
257,2015,49901,4.55175
258,2015,49913,4.55175
259,2015,49917,4.55175
260,2015,49934,4.55175
261,2015,49942,4.55175
262,2015,49945,4.55175
263,2015,49950,4.55175
