,CollectionDate,ZIPCODE,AnalyticalResultValue
77,2014,48012,0.11249999999999999
78,2014,48017,0.11
79,2014,48025,0.119625
80,2014,48030,0.07916666666666668
81,2014,48043,0.24037500000000003
82,2014,48045,0.11
83,2014,48047,0.135
84,2014,48060,0.1598333333333333
85,2014,48066,0.08933333333333332
86,2014,48068,0.093875
87,2014,48071,0.10166666666666667
88,2014,48072,0.10425
89,2014,48076,0.11787500000000001
90,2014,48089,0.12
91,2014,48093,0.12
92,2014,48094,0.10833333333333334
93,2014,48095,0.10833333333333334
94,2014,48101,0.084
95,2014,48103,0.22499999999999998
96,2014,48111,0.10400000000000001
97,2014,48120,0.10883333333333334
98,2014,48135,0.1225
99,2014,48138,0.09999999999999999
100,2014,48150,0.07700000000000001
101,2014,48152,0.07700000000000001
102,2014,48154,0.07700000000000001
103,2014,48164,0.13
104,2014,48166,0.13125
105,2014,48170,0.082
106,2014,48174,0.10125
107,2014,48180,0.084
108,2014,48183,0.09759999999999999
109,2014,48184,0.12266666666666666
110,2014,48192,0.084
111,2014,48193,0.0975
112,2014,48201,0.09587499999999999
113,2014,48202,0.09587499999999999
114,2014,48203,0.09587499999999999
115,2014,48204,0.09587499999999999
116,2014,48205,0.09587499999999999
117,2014,48206,0.09587499999999999
118,2014,48207,0.09587499999999999
119,2014,48208,0.09587499999999999
120,2014,48209,0.09587499999999999
121,2014,48210,0.09587499999999999
122,2014,48211,0.09587499999999999
123,2014,48212,0.09587499999999999
124,2014,48213,0.09587499999999999
125,2014,48214,0.09587499999999999
126,2014,48215,0.09587499999999999
127,2014,48216,0.09587499999999999
128,2014,48217,0.09587499999999999
129,2014,48218,0.09587499999999999
130,2014,48219,0.09587499999999999
131,2014,48220,0.09587499999999999
132,2014,48221,0.09587499999999999
133,2014,48223,0.09587499999999999
134,2014,48224,0.09587499999999999
135,2014,48225,0.09881818181818182
136,2014,48226,0.09587499999999999
137,2014,48227,0.09587499999999999
138,2014,48228,0.09587499999999999
139,2014,48229,0.09641666666666665
140,2014,48230,0.09587499999999999
141,2014,48233,0.09587499999999999
142,2014,48234,0.09587499999999999
143,2014,48235,0.09587499999999999
144,2014,48236,0.10891666666666665
145,2014,48237,0.09591666666666666
146,2014,48238,0.09587499999999999
147,2014,48239,0.093
148,2014,48240,0.09587499999999999
149,2014,48242,0.09587499999999999
150,2014,48243,0.09587499999999999
151,2014,48303,0.106125
152,2014,48309,0.10666666666666667
153,2014,48314,0.1275
154,2014,48315,0.10833333333333334
155,2014,48316,0.1075
156,2014,48323,0.11499999999999999
157,2014,48328,0.13249999999999998
158,2014,48335,0.1375
159,2014,48336,0.13
160,2014,48341,0.11
161,2014,48346,0.03
162,2014,48360,0.10749999999999998
163,2014,48430,0.471
164,2014,48439,0.11116666666666665
165,2014,48505,0.2357142857142857
166,2014,48507,0.11116666666666665
167,2014,48532,0.096
168,2014,48601,0.21
169,2014,48602,0.18775000000000003
170,2014,48603,0.18775000000000003
171,2014,48604,0.18775000000000003
172,2014,48609,0.2345
173,2014,48638,0.18775000000000003
174,2014,48641,0.2675
175,2014,48706,0.17358823529411765
176,2014,48708,0.138
177,2014,48722,0.2113333333333333
178,2014,48732,0.138
179,2014,48747,0.138
180,2014,48858,0.43499999999999994
181,2014,48867,0.4
182,2014,48917,0.31
183,2014,49007,0.06057142857142857
184,2014,49022,0.18666666666666665
185,2014,49085,0.22607142857142856
186,2014,49120,0.03
187,2014,49221,0.455
188,2014,49417,0.21
189,2014,49418,0.19433333333333333
190,2014,49428,0.18
191,2014,49441,0.17999999999999997
192,2014,49442,0.158
193,2014,49444,0.2175
194,2014,49445,0.158
195,2014,49457,0.158
196,2014,49461,0.158
197,2014,49505,0.22999999999999998
198,2014,49506,0.20500000000000002
199,2014,49508,0.237375
200,2014,49509,0.2015
201,2014,49525,0.455
202,2014,49626,0.057242857142857144
203,2014,49634,0.057242857142857144
204,2014,49660,0.057242857142857144
205,2014,49684,0.24
206,2014,49783,0.133
207,2014,49829,0.14049999999999999
208,2014,49855,0.4238333333333333
